name,id,align,eye,hair,sex,gsm,alive,apperances,first,year,publisher
Eelar (Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,,,Living Characters,1,Jul-75,1975,Marvel
Ehrthold (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,1,Aug-75,1975,Marvel
Father Aimes (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,1,Mar-75,1975,Marvel
Father of All Worlds (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Apr-75,1975,Marvel
Gideon Blaine (Earth-616),,,,Brown Hair,Male Characters,,Living Characters,1,Oct-75,1975,Marvel
Glissem (Earth-616),No Dual Identity,Neutral Characters,,Grey Hair,Male Characters,,Deceased Characters,1,Jul-75,1975,Marvel
Grak (Caveman) (Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Deceased Characters,1,Apr-75,1975,Marvel
Gregor Rovik (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Aug-75,1975,Marvel
Grithstane (Earth-616),,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Jul-75,1975,Marvel
Grond (Earth-616),No Dual Identity,Bad Characters,,,,,Deceased Characters,1,Jan-75,1975,Marvel
Ivor (Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Sep-75,1975,Marvel
Jackson Hunter (Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,1,Aug-75,1975,Marvel
Jakkelburr (Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,1,Mar-75,1975,Marvel
Krieghund (Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Jun-75,1975,Marvel
Luis Dominquez (Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1,Jun-75,1975,Marvel
Marcios (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Apr-75,1975,Marvel
Mokadi (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Mar-75,1975,Marvel
Montgomery Ford (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Mar-75,1975,Marvel
Mute (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,1,Nov-75,1975,Marvel
Omell (Earth-616),No Dual Identity,Bad Characters,,,Female Characters,,Deceased Characters,1,Mar-75,1975,Marvel
Paingloss (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jul-75,1975,Marvel
Quasar (Evolved Ape) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-75,1975,Marvel
Ralph McElroy (Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1,Jun-75,1975,Marvel
Rhaigor (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,Aug-75,1975,Marvel
Ricky Lambert Martinson (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Aug-75,1975,Marvel
Sainte-Cloud (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,Mar-75,1975,Marvel
Salome (Khauran) (Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,1,Apr-75,1975,Marvel
Sardanus (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,1,Jul-75,1975,Marvel
Shamash-Shum-Ukin (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-75,1975,Marvel
Soul-Beast (Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Deceased Characters,1,Mar-75,1975,Marvel
Steve Gerber (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-75,1975,Marvel
Tancredo Carezzi (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Aug-75,1975,Marvel
Turhan Barim (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-75,1975,Marvel
Willie Dance (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-75,1975,Marvel
Zero (Kurakill) (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Oct-75,1975,Marvel
Zotarr (Earth-616),No Dual Identity,,,,,,Living Characters,1,Aug-75,1975,Marvel
Arnold Krank (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Jan-76,1976,Marvel
Assassin (Cyborg) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Oct-76,1976,Marvel
Barry Windom (Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,1,Jul-76,1976,Marvel
Bartolome (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-76,1976,Marvel
Berthold Sternberg (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Dec-76,1976,Marvel
Brodag (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Cosak (Earth-616),,,,Red Hair,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Count Macho (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,May-76,1976,Marvel
Curtis Ranklin (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Sep-76,1976,Marvel
Cynthia (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,1,Jul-76,1976,Marvel
Ed Croesus (Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,1,Jul-76,1976,Marvel
Emile Klout (Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,1,Sep-76,1976,Marvel
Emory Lewis (Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,1,Apr-76,1976,Marvel
Fire-Eyes (Earth-616),,,,Red Hair,Male Characters,,Living Characters,1,Nov-76,1976,Marvel
Gort (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Grombar (Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,1,Sep-76,1976,Marvel
Harold Paprika (Earth-616),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Harold Windom (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jul-76,1976,Marvel
Hoenir (Asgardian) (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Sep-76,1976,Marvel
Holvar (Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Hugo Danner (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Jeffrey Parks (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Jorge Moat (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-76,1976,Marvel
Kerwin Kronus (Earth-20476),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-76,1976,Marvel
Kirk Marston (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Apr-76,1976,Marvel
Kronak (Terragonia) (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-76,1976,Marvel
Lamilm Gor (Earth-616),No Dual Identity,,,Black Hair,Male Characters,,Living Characters,1,Nov-76,1976,Marvel
Mako (Atlantean) (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Marr Gar (Earth-616),No Dual Identity,,,Green Hair,Male Characters,,Living Characters,1,Nov-76,1976,Marvel
Michael Stevenson (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Molecule Person (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,,,Living Characters,1,Jul-76,1976,Marvel
Mortag (Earth-616),No Dual Identity,Bad Characters,,No Hair,,,Living Characters,1,Nov-76,1976,Marvel
Old Billy (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Mar-76,1976,Marvel
"Oscar Kincaid, Jr. (Earth-616)",,,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Phelch (Earth-616),,Bad Characters,,,,,Living Characters,1,Mar-76,1976,Marvel
Protectroids,,,,,,,Living Characters,1,Mar-76,1976,Marvel
Roger Stephenson (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Ruffio Costa (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Oct-76,1976,Marvel
Scott Lawrence (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Jan-76,1976,Marvel
Sheila Conklin (Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,1,Sep-76,1976,Marvel
Skoval (Earth-616),,,Grey Eyes,,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Steel Harris (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Stephen Marchesi (Earth-616),Public Identity,,,Blond Hair,Male Characters,,Deceased Characters,1,Dec-76,1976,Marvel
Steven Tyler (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Dec-76,1976,Marvel
Symbionic Man (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1,Feb-76,1976,Marvel
Trogg (Earth-616),Public Identity,,,Bald,Male Characters,,Living Characters,1,Nov-76,1976,Marvel
Uri Geller (Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,May-76,1976,Marvel
Version of the Molecule Man (Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,1,Jul-76,1976,Marvel
Volcanus (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Vulcan (Black Goliath foe) (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jun-76,1976,Marvel
Xavier Couture (Earth-616),,Neutral Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-76,1976,Marvel
Zartros (Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-76,1976,Marvel
Abu Ho Dadi (Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Acrobat (Spider-Squad) (Earth-616),,,,,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Ali Wazoo (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Archie Goodwin (Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Living Characters,1,Jan-77,1977,Marvel
Atlan (Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Beth Bleckley (Earth-616),No Dual Identity,,,Blond Hair,Male Characters,,Living Characters,1,Jan-77,1977,Marvel
Brokar (Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Feb-77,1977,Marvel
Cherise (Earth-616),,,,Pink Hair,Female Characters,,Living Characters,1,Feb-77,1977,Marvel
Cyrus Vance (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,1,Nov-77,1977,Marvel
David Sorenson (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,1,Aug-77,1977,Marvel
Enok (Earth-616),,,,,Male Characters,,Living Characters,1,Nov-77,1977,Marvel
Eric Sinkovitz (Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Eric Slaughter (War-Yore) (Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Jul-77,1977,Marvel
Gideon Smith (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-77,1977,Marvel
Grondar (Earth-616),,,,White Hair,Male Characters,,Living Characters,1,Oct-77,1977,Marvel
Harmony Killdragon (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Jan-77,1977,Marvel
Ignatz Goldman (Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,Feb-77,1977,Marvel
Jerry Moulinski (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Apr-77,1977,Marvel
John Verpoorten (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jan-77,1977,Marvel
Krodar (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1,Apr-77,1977,Marvel
Kurt Klemmer (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jan-77,1977,Marvel
Malice (Ghost Rider Foe) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Marion Martinet (Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Nov-77,1977,Marvel
Marv Wolfman (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jan-77,1977,Marvel
Mary Jo Duffy (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,,Living Characters,1,Oct-77,1977,Marvel
Mercenary (Human Fly Foe) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Sep-77,1977,Marvel
Michelle Warkworth (Earth-616),,Bad Characters,,,Female Characters,,Living Characters,1,Aug-77,1977,Marvel
Mon-Tog (Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,1,Apr-77,1977,Marvel
Rupert Kemp (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Sal Buscema (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jan-77,1977,Marvel
Sharman (Earth-616),,,,Blond Hair,Female Characters,,Living Characters,1,Mar-77,1977,Marvel
Smasher (Second Daredevil Foe) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Nov-77,1977,Marvel
Strongman (Spider-Squad) (Earth-616),,,,,,,Living Characters,1,Aug-77,1977,Marvel
Stryke (Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Thraxton (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-77,1977,Marvel
Tumbler (Spider-Squad) (Earth-616),,,,,,,Living Characters,1,Aug-77,1977,Marvel
Warhawk (Robot) (Earth-616),,Bad Characters,,,,,Living Characters,1,Dec-77,1977,Marvel
Wigid (Earth-616),,,,,Male Characters,,Living Characters,1,Aug-77,1977,Marvel
Yeti (Guardian of the Gateway) (Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,,Living Characters,1,Sep-77,1977,Marvel
Alaric (Mystic) (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978,Marvel
Andrea Rodgers (Earth-616),Public Identity,Neutral Characters,,Black Hair,,,Living Characters,1,Feb-78,1978,Marvel
Arthur Shaman (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Mar-78,1978,Marvel
Arthur Thornhill (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-78,1978,Marvel
Askare (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978,Marvel
Bennet Barlow (Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Feb-78,1978,Marvel
Beta-Beast (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Jul-78,1978,Marvel
Brother Honcho (Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Apr-78,1978,Marvel
Buckminster Fuller (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Aug-78,1978,Marvel
Captain Delaney (Earth-616),,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-78,1978,Marvel
Elli (Earth-616),,,,,,,Living Characters,1,Jun-78,1978,Marvel
Fahe (Earth-616),,Good Characters,,,,,Living Characters,1,Oct-78,1978,Marvel
Frank (Police Officer) (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-78,1978,Marvel
Glenn Reeper (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Mar-78,1978,Marvel
Guardian (Lizard People) (Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,1,Dec-78,1978,Marvel
Helen (Police Officer) (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Jul-78,1978,Marvel
Helen Capshaw (Earth-616),Public Identity,,,White Hair,Female Characters,,Living Characters,1,Jul-78,1978,Marvel
Hijiri Sabuki (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1,Mar-78,1978,Marvel
Hymir (Earth-616),,,,Grey Hair,Male Characters,,Living Characters,1,Jul-78,1978,Marvel
Ingesteev (Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Sep-78,1978,Marvel
Ishanta (Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,1,Mar-78,1978,Marvel
Jason Struthers (Earth-616),,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,May-78,1978,Marvel
Jiru (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Jan-78,1978,Marvel
John Wayne (Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1,Jul-78,1978,Marvel
Jonathan Hemlock (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978,Marvel
Julius (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Oct-78,1978,Marvel
Kallara (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978,Marvel
Ken Astor (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Aug-78,1978,Marvel
Kordazt (Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Sep-78,1978,Marvel
Logi (Earth-616),,,,,Male Characters,,Living Characters,1,Jun-78,1978,Marvel
Malik (Human Fly Foe) (Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Jan-78,1978,Marvel
Manduu (Earth-616),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,1,Oct-78,1978,Marvel
Milandra (Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978,Marvel
Mortimer Freebish (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Apr-78,1978,Marvel
Observer XJ-17 (Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,May-78,1978,Marvel
Robert Smith (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Mar-78,1978,Marvel
Sir Hogg (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-78,1978,Marvel
Sombra (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,1,Mar-78,1978,Marvel
Stanley R. Stanley (Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jun-78,1978,Marvel
Sudd (Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jan-78,1978,Marvel
Suzerain (Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,1,Sep-78,1978,Marvel
Ten-For (Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jun-78,1978,Marvel
Teresa Sue Bottoms (Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,1,Oct-78,1978,Marvel
